playerId,playerName,shirtNumber,playerTeam,playerRole,Full Name,Height,Weight,Age Info,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,pens_made,pens_att,tackles,tackles_won,blocks,interceptions,clearances,errors,passes_completed,passes_total_distance,passes_progressive_distance,progressive_passes,passes_into_final_third,passes_into_penalty_area,assists,passes_completed_short,passes_completed_medium,passes_completed_long,Market Value,birth_date,age,height_cm
13903,Franco Armani,1,Argentina,GK,Franco Armani,189cm,84kg,(Age: 38-242d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.0,0.0,0.667,5.667,1.0,437.333,12303.0,9104.0,0.0,6.0,0.0,0.0,75.333,214.667,145.0,6125000,,,
144,Emiliano Martínez,23,Argentina,GK,Emiliano Martínez,193cm,84kg,(Age: 32-286d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,6.25,1.5,588.25,16758.5,12052.25,0.0,15.25,0.75,0.0,114.5,281.5,189.5,12471428,1992-09-02,32,195
11,Nicolás Otamendi,19,Argentina,MCB,Nicolás Otamendi,183cm,82kg,(Age: 37-123d),0.75,17.25,3.75,23.225,0.83,0.193,0.048,0.155,10.175,0.0,0.0,40.75,24.0,17.75,44.75,69.5,2.25,1522.75,30115.75,10005.25,111.5,100.25,2.5,0.25,450.25,896.75,158.75,20500000,,,
8023,Lisandro Martinez,25,Argentina,LCB,Lisandro Martínez,178cm,77kg,(Age: 27-148d),2.0,34.5,8.75,23.9,1.59,0.4,0.065,0.297,17.15,0.0,0.0,42.75,26.25,29.5,41.75,68.0,0.25,1507.25,29315.5,10725.0,193.75,167.25,20.0,2.0,530.25,774.25,183.0,17100000,1998-01-18,27,175
5116,Cristian Romero,13,Argentina,RCB,Cristian Romero,185cm,82kg,(Age: 27-049d),1.5,13.75,4.75,34.575,0.52,0.18,0.12,0.352,12.6,0.0,0.0,59.5,35.25,46.25,60.25,97.25,1.5,1080.75,20388.25,7150.25,57.0,46.75,4.75,1.25,373.75,575.75,111.75,18104166,,,
9178,Marcos Acuña,8,Argentina,LWB,Marcos Acuña,172cm,73kg,(Age: 33-230d),1.25,19.75,5.0,24.5,0.77,0.193,0.07,0.327,21.475,0.0,0.0,58.5,40.0,25.5,25.25,33.0,1.0,1342.5,25726.75,9640.25,140.75,117.75,39.25,3.75,561.0,556.0,198.0,14583333,,,
13222,Nahuel Molina,26,Argentina,RWB,Nahuel Molina,175cm,69kg,(Age: 27-070d),2.5,20.5,7.25,33.05,1.025,0.348,0.087,0.235,24.425,0.0,0.0,24.25,15.75,16.25,17.5,35.5,0.75,601.25,9737.5,3878.75,65.75,46.5,25.5,2.5,320.0,210.5,52.25,4340909,1998-04-06,27,175
11856,Enzo Fernandez,24,Argentina,CM,Enzo Fernández,178cm,78kg,(Age: 24-149d),1.5,16.0,5.0,31.65,1.85,0.595,0.065,0.21,23.15,0.5,0.5,21.5,10.0,13.0,10.0,3.0,0.0,624.5,11562.5,3734.5,113.5,104.5,14.0,2.0,271.5,257.5,83.0,4666666,,,
453,Alexis Mac Allister,20,Argentina,CM,Alexis Mac Allister,174cm,72kg,(Age: 26-173d),2.333,35.0,8.0,26.1,2.47,0.717,0.043,0.247,22.6,0.667,1.0,33.667,18.667,24.667,7.667,9.667,0.0,469.333,7790.333,2247.333,72.667,52.333,16.667,1.333,229.667,172.0,41.667,9277777,,,
6895,Rodrigo de Paul,7,Argentina,CM,Rodrigo De Paul,178cm,69kg,(Age: 31-022d),7.0,67.5,20.75,31.85,2.06,0.64,0.09,0.28,24.1,1.5,2.25,52.5,29.5,32.25,24.75,18.25,1.0,1325.25,25603.0,8258.75,236.0,168.0,67.0,6.25,552.0,492.25,228.75,27250000,,,
10715,Julian Alvarez,9,Argentina,CF,Julián Álvarez,173cm,69kg,(Age: 25-135d),18.0,65.0,32.0,49.2,3.68,1.81,0.28,0.56,18.2,0.0,1.0,22.0,7.0,30.0,6.0,4.0,0.0,476.0,7872.0,1660.0,55.0,33.0,17.0,6.0,271.0,121.0,63.0,10875000,,,
1531,Lionel Messi,10,Argentina,CF,Lionel Messi,170cm,72kg,(Age: 37-356d),24.25,149.75,64.75,41.925,4.922,2.107,0.133,0.31,19.975,3.0,3.75,15.25,7.5,9.0,5.0,0.5,0.5,1633.25,24480.25,8503.0,319.25,222.75,118.75,14.25,931.0,480.5,130.5,124200000,,,
13226,German Pezzella,6,Argentina,RCB,Germán Pezzella,187cm,82kg,(Age: 33-353d),1.75,23.75,5.25,21.7,0.82,0.188,0.07,0.362,11.725,0.0,0.0,36.75,20.75,32.0,47.5,127.0,0.75,1078.75,21646.5,7756.0,51.75,45.25,3.0,0.5,304.5,643.5,121.25,12636363,,,
3856,Leandro Paredes,5,Argentina,DM,Leandro Paredes,182cm,74kg,(Age: 30-351d),0.5,16.0,3.5,21.625,1.38,0.3,0.043,0.168,27.8,0.0,0.0,27.25,16.0,12.75,14.0,11.25,1.25,1070.25,18151.25,6081.0,104.25,111.25,7.5,1.5,519.25,420.0,100.25,24727272,,,
8419,Gonzalo Montiel,4,Argentina,RB,Gonzalo Montiel,180cm,73kg,(Age: 28-165d),0.5,9.5,5.0,42.15,0.58,0.28,0.1,0.5,17.2,0.0,0.0,26.5,13.5,10.5,16.5,24.5,0.5,684.5,10834.0,3873.5,69.0,56.0,16.5,2.0,347.0,277.5,41.5,10944444,,,
1706,Geronimo Rulli,12,Argentina,GK,Gerónimo Rulli,189cm,83kg,(Age: 33-026d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.667,0.667,0.667,1.333,12.0,4.0,840.667,23511.333,16209.667,1.333,10.0,0.667,0.0,132.0,428.667,278.0,7125000,1992-05-20,33,189
8025,Nicolas Tagliafico,3,Argentina,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21000000,,,
8138,Lautaro Martinez,22,Argentina,CF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56400000,1997-08-22,27,174
8058,Paulo Dybala,21,Argentina,CF,Paulo Dybala,175cm,73kg,(Age: 31-212d),7.5,77.5,26.5,33.4,3.767,1.265,0.082,0.253,20.725,0.75,1.0,20.0,9.75,17.25,9.25,2.25,0.75,960.5,15758.25,3312.0,113.75,76.5,33.25,4.5,499.0,296.5,113.5,81214285,1993-11-15,31,177
68,Juan Foyth,2,Argentina,RB,Juan Foyth,190cm,77kg,(Age: 27-154d),0.667,3.667,1.0,19.433,0.257,0.063,0.14,0.75,10.167,0.0,0.0,46.667,29.333,20.667,16.333,41.333,0.667,712.0,11751.333,4134.333,56.333,51.333,7.333,0.333,350.333,295.333,52.667,11958333,1998-01-12,27,187
1877,Guido Rodríguez,18,Argentina,DM,Guido Rodríguez,185cm,78kg,(Age: 31-064d),1.25,21.0,6.25,29.225,1.062,0.295,0.065,0.242,21.575,0.0,0.0,65.0,37.75,34.5,33.75,36.75,0.5,892.0,15814.0,4844.75,92.5,81.5,5.75,0.75,403.0,357.5,102.75,12750000,1994-04-12,31,185
14010,Firas Al-Buraikan,9,Saudi Arabia,RM,Firas Al-Buraikan,182cm,76kg,(Age: 25-032d),6.5,27.0,11.0,33.3,1.845,0.625,0.22,0.75,,0.5,0.5,,,,,,,,,,,,,,,,,217857,2000-05-14,25,181
14001,Abdullah Otayf,14,Saudi Arabia,DM,Abdullah Otayf,177cm,66kg,,0.0,3.0,0.5,10.0,0.31,0.05,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,846875,1992-08-03,32,177
14012,Haitham Asiri,25,Saudi Arabia,CF,Asiri Haitham,173cm,64kg,(Age: 24-082d),2.0,25.0,10.0,40.0,2.01,0.8,0.08,0.2,,0.0,0.0,,,,,,,,,,,,,,,,,216666,,,
14006,Ali Al-Hassan,15,Saudi Arabia,DM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468750,,,
13988,Mohammed Al-Rubaie,1,Saudi Arabia,GK,Mohammed Al Yami,188cm,78kg,(Age: 27-305d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,583333,,,
13993,Sultan Al-Ghannam,2,Saudi Arabia,RB,Sultan Al-Ghanam,174cm,63kg,(Age: 31-040d),1.75,26.0,8.25,34.45,1.033,0.335,0.07,0.232,,0.0,0.25,,,,,,,,,,,,,,,,,1240625,,,
14004,Abdulelah Al-Malki,8,Saudi Arabia,DM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650000,,,
13994,Saud Abdulhamid,12,Saudi Arabia,RB,Saud Abdulhamid,171cm,68kg,(Age: 25-332d),0.5,6.5,1.75,15.175,0.318,0.068,0.048,0.35,,0.0,0.0,,23.75,,23.25,,,,,,,,,2.25,,,,333333,,,
14002,Hattan Bahebri,19,Saudi Arabia,RW,Hattan Bahebri,168cm,66kg,(Age: 32-334d),3.5,32.0,13.0,31.15,2.36,0.73,0.07,0.145,,0.0,0.0,,,,,,,,,,,,,,,,,881250,,,
14003,Mohamed Kanno,23,Saudi Arabia,CM,Mohamed Kanno,192cm,73kg,(Age: 30-266d),2.5,21.75,9.5,43.65,1.363,0.622,0.1,0.225,,0.5,0.5,,,,,,,,,,,,,,,,,2406250,,,
13991,Mohammed Al-Burayk,6,Saudi Arabia,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987500,,,
14000,Nawaf Al-Abed,18,Saudi Arabia,AM,Nawaf Al Abed,168cm,58kg,(Age: 35-140d),1.5,13.5,4.5,30.6,1.93,0.64,0.11,0.395,,0.0,0.0,,,,,,,,,,,,,,,,,1156250,,,
13998,Salem Al-Dawsari,10,Saudi Arabia,LM,Salem Al-Dawsari,171cm,72kg,(Age: 33-300d),6.75,44.75,17.0,37.5,2.312,0.875,0.125,0.335,,1.0,1.0,,28.0,,11.25,,,,,,,,,4.5,,,,2033333,,,
13996,Hassan Tambakti,17,Saudi Arabia,RCB,Hassan Al Tambakti,182cm,73kg,(Age: 26-126d),0.0,2.667,1.0,21.45,0.397,0.147,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,200000,,,
13989,Nawaf Al-Aqidi,22,Saudi Arabia,GK,Nawaf Al Aqidi,168cm,58kg,(Age: 25-036d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,25000,2000-05-10,25,186
14005,Sami Al-Najei,16,Saudi Arabia,CM,Sami Al-Najei,175cm,68kg,(Age: 28-128d),2.667,16.0,7.0,39.5,1.333,0.55,0.117,0.277,,0.0,0.0,,,,,,,,,,,,,,,,,214285,,,
13997,Abdullah Madu,3,Saudi Arabia,LCB,Abdullah Madu,186cm,76kg,(Age: 31-335d),0.0,12.0,2.5,21.1,0.735,0.155,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,621428,,,
14009,Abdulrahman Al-Oboud,20,Saudi Arabia,RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517857,,,
14011,Saleh Al-Shehri,11,Saudi Arabia,CF,Saleh Al-Shehri,177cm,74kg,(Age: 31-226d),10.0,41.0,17.0,43.55,3.51,1.52,0.21,0.48,,2.0,2.0,,,,,,,,,,,,,,,,,856250,1993-11-01,31,184
13992,Ali Al-Bulayhi,5,Saudi Arabia,LCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706250,,,
13995,Abdulelah Al-Amri,4,Saudi Arabia,RCB,Abdulelah Al-Amri,185cm,73kg,(Age: 28-151d),1.75,10.75,3.0,29.45,0.688,0.202,0.193,0.708,,0.0,0.0,,,,,,,,,,,,,,,,,129166,,,
14007,Nasser Al-Dawsari,24,Saudi Arabia,LB,Nasser Al-Dawsari,178cm,68kg,(Age: 26-178d),0.5,10.0,2.5,25.0,1.27,0.32,0.04,0.165,,0.0,0.0,,,,,,,,,,,,,,,,,171428,,,
13987,Mohammed Al-Owais,21,Saudi Arabia,GK,Mohammed Al-Owais,187cm,78kg,(Age: 33-248d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2156250,,,
14008,Riad Sharahili,26,Saudi Arabia,DM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106250,,,
13990,Yasser Al-Shahrani,13,Saudi Arabia,LB,Yasser Al-Shahrani,171cm,69kg,(Age: 33-021d),0.5,14.0,3.75,26.025,0.613,0.16,0.038,0.145,,0.0,0.0,,,,,,,,,,,,,,,,,1975000,,,
13999,Salman Al-Faraj,7,Saudi Arabia,CM,Salman Al-Faraj,180cm,62kg,,1.0,7.75,1.5,25.525,0.525,0.12,0.175,0.5,,0.25,0.25,,,,,,,,,,,,,,,,,1512500,,,
3526,Johan Vásquez,5,Mexico,LCB,Johan Vásquez,182cm,72kg,(Age: 26-236d),1.0,14.333,2.333,17.3,0.717,0.127,0.073,0.443,12.467,0.0,0.0,50.333,32.667,22.333,51.0,82.667,0.333,671.667,13301.333,5619.0,48.0,37.0,2.667,0.667,217.667,362.0,81.333,2327272,,,
3352,Jorge Sánchez,19,Mexico,RB,Jorge Eduardo Sánchez,175cm,76kg,(Age: 27-187d),0.5,11.5,2.25,18.925,0.51,0.098,0.043,0.208,22.475,0.0,0.0,51.25,30.75,27.0,34.5,45.75,0.5,815.0,14206.25,5947.5,90.5,66.0,12.25,1.75,384.25,337.0,81.75,3080000,,,
3314,Rogelio Funes Mori,11,Mexico,CF,Rogelio Funes Mori,185cm,73kg,(Age: 34-102d),12.0,75.25,28.25,37.625,3.487,1.312,0.145,0.383,15.4,1.5,2.0,6.25,3.5,9.75,3.5,15.5,0.0,296.0,4725.75,824.0,40.5,23.25,10.25,2.0,155.25,104.25,23.75,6363636,,,
2104,Luis Romo,7,Mexico,CM,Luis Romo,182cm,83kg,(Age: 30-010d),1.5,22.75,5.75,30.1,1.272,0.36,0.125,0.508,20.2,0.0,0.25,33.0,19.0,18.75,14.5,21.5,0.25,467.75,8895.0,3142.5,69.75,62.0,12.5,4.0,202.75,192.25,63.5,3690000,,,
3343,Guillermo Ochoa,13,Mexico,GK,Guillermo Ochoa,183cm,78kg,(Age: 39-337d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.5,1.0,11.5,1.0,695.25,21753.25,16720.25,0.25,12.25,0.0,0.25,81.0,328.75,282.5,2716666,1985-07-13,39,185
2111,Hirving Lozano,22,Mexico,RW,Hirving Lozano,177cm,69kg,(Age: 29-320d),6.667,47.667,19.667,40.667,2.827,1.147,0.137,0.327,16.167,0.0,0.0,21.0,14.0,24.667,10.667,9.333,0.0,375.667,4849.667,988.333,40.0,14.667,22.0,3.0,243.333,94.0,11.667,35266666,1995-07-30,29,175
3367,Henry Martín,20,Mexico,CF,Henry Martín,165cm,54kg,(Age: 32-209d),9.0,44.0,21.0,47.625,2.408,1.15,0.195,0.405,12.225,0.25,0.25,14.25,9.25,8.5,3.25,7.75,0.0,264.5,3520.0,609.0,27.75,16.25,8.75,3.0,165.75,71.25,10.75,2810000,,,
1880,Andres Guardado,18,Mexico,CM,Andrés Guardado,172cm,68kg,(Age: 38-260d),0.25,16.0,4.25,29.5,0.812,0.225,0.022,0.05,23.65,0.0,0.0,27.25,13.5,18.25,21.25,24.5,0.75,948.0,17165.25,4361.75,112.0,90.5,15.0,2.0,427.5,382.25,113.25,3400000,,,
2106,Edson Alvarez,4,Mexico,CM,Edson Álvarez,185cm,71kg,(Age: 27-234d),2.0,22.5,6.75,27.75,1.195,0.333,0.068,0.212,16.025,0.0,0.0,46.5,28.75,26.25,32.75,41.25,0.75,942.25,16508.25,4982.75,104.0,90.25,8.75,0.75,404.5,433.75,81.0,9863636,,,
1384,Hector Herrera,16,Mexico,CM,Héctor Herrera,180cm,72kg,(Age: 35-057d),0.0,10.0,1.75,19.275,1.083,0.195,0.0,0.0,20.625,0.0,0.0,18.0,10.75,12.5,12.0,11.75,0.75,570.25,9237.5,2999.0,69.5,62.25,8.75,1.0,288.25,194.0,56.25,14818181,,,
3309,Carlos Rodríguez,8,Mexico,CM,Carlos Felipe Rodríguez,182cm,77kg,(Age: 36-073d),,,,,,,,,,,,0.0,0.0,0.0,0.0,10.0,1.0,308.0,10997.5,9079.5,0.0,9.0,1.5,0.5,39.5,115.5,152.5,4909090,,,
3455,Luis Chávez,24,Mexico,CM,Luis Chávez,178cm,73kg,(Age: 29-151d),2.5,42.0,12.0,28.975,2.622,0.762,0.043,0.173,28.475,0.5,0.5,28.75,16.5,11.75,21.25,19.0,0.0,622.5,11649.0,3880.25,100.25,93.25,9.75,1.75,252.0,274.0,82.25,1585000,,,
252,Raúl Jiménez,9,Mexico,CF,Raúl Jiménez,188cm,79kg,(Age: 34-041d),10.0,76.25,23.75,31.975,2.77,0.895,0.112,0.353,15.775,1.75,1.75,20.5,11.5,21.0,15.75,28.0,0.25,567.5,7917.5,1662.0,68.75,43.25,20.25,4.25,322.0,145.0,42.5,30000000,,,
2110,Roberto Alvarado,25,Mexico,RW,Roberto Alvarado,170cm,63kg,(Age: 26-281d),3.5,23.75,7.5,34.125,1.448,0.465,0.198,0.547,19.425,0.0,0.0,30.25,18.5,17.25,12.25,15.25,0.0,494.75,8170.0,2521.25,82.0,54.75,16.25,3.75,254.25,178.25,46.75,5970000,,,
3420,Rodolfo Cota,12,Mexico,GK,Rodolfo Cota,183cm,88kg,(Age: 37-347d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.75,1.0,10.25,1.25,613.25,16602.75,12079.5,0.25,7.25,0.5,0.0,112.5,318.25,180.0,2120000,,,
3523,Alfredo Talavera,1,Mexico,GK,Alfredo Talavera,188cm,82kg,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.75,0.25,0.25,14.25,1.0,639.75,19439.5,14893.75,0.5,9.75,0.0,0.0,88.5,291.0,253.25,1080000,1982-09-18,42,188
3303,Jesús Gallardo,23,Mexico,LB,Jesús Gallardo,177cm,68kg,(Age: 30-304d),2.75,42.25,13.75,33.55,1.725,0.56,0.062,0.188,18.4,0.0,0.0,56.75,35.75,30.25,25.75,42.5,0.25,778.75,13440.25,5095.75,99.25,67.0,25.75,2.75,375.25,317.25,73.0,4780000,,,
3387,Orbelín Pineda,17,Mexico,CM,Orbelín Pineda,168cm,59kg,(Age: 29-083d),2.667,30.0,9.667,33.167,1.723,0.583,0.087,0.26,22.067,0.0,0.0,17.667,11.0,12.667,8.333,7.0,0.0,571.333,9906.667,2533.333,101.667,80.333,26.333,2.333,285.667,199.667,66.333,6554545,,,
3301,Héctor Moreno,15,Mexico,LCB,Héctor Moreno,182cm,76kg,(Age: 37-149d),0.667,6.333,2.0,28.9,0.533,0.203,0.1,0.417,9.467,0.0,0.0,13.667,7.0,15.0,17.667,44.333,0.0,708.333,13806.0,5169.667,68.0,50.0,2.333,0.0,244.667,375.667,79.333,3885714,,,
3299,César Montes,3,Mexico,RCB,César Montes,191cm,69kg,(Age: 28-111d),1.0,15.0,3.25,20.5,0.807,0.188,0.062,0.258,11.05,0.0,0.0,24.25,16.75,17.75,24.75,90.75,0.25,632.25,13365.0,6083.5,67.5,56.5,4.75,1.0,196.75,334.5,97.25,5270000,,,
2108,Uriel Antuna,21,Mexico,RW,Uriel Antuna,174cm,58kg,(Age: 27-298d),1.5,20.0,9.75,49.45,1.51,0.767,0.06,0.14,18.825,0.0,0.25,12.25,7.0,13.25,11.25,10.25,0.0,296.75,4691.0,1183.5,29.25,13.75,19.75,2.5,158.5,107.5,20.75,2827272,,,
11090,Erick Gutierrez,14,Mexico,CM,Erick Gutiérrez,181cm,68kg,(Age: 30-000d),1.667,12.667,3.667,28.867,1.28,0.397,0.13,0.42,19.333,0.0,0.0,34.333,22.667,15.0,17.667,16.667,0.333,702.0,11624.667,3478.333,83.667,84.667,10.0,2.0,346.667,270.0,63.0,5430000,,,
3452,Kevin Álvarez,26,Mexico,RB,Kevin Álvarez,175cm,63kg,(Age: 26-151d),0.667,18.333,4.667,21.9,0.793,0.183,0.03,0.143,20.6,0.0,0.0,49.333,29.0,26.0,24.333,38.0,0.667,656.0,11555.0,4999.667,85.667,65.667,16.333,1.667,289.667,291.667,62.667,1589285,,,
3414,Alexis Vega,10,Mexico,LW,Alexis Vega,172cm,72kg,(Age: 27-202d),4.5,41.5,12.75,32.125,2.295,0.73,0.113,0.348,22.55,0.25,0.25,21.75,12.75,13.5,11.0,11.5,0.0,514.5,8882.0,2378.75,66.25,41.5,18.5,4.0,253.75,186.5,59.0,3310000,1997-11-25,27,173
1452,Nestor Araujo,2,Mexico,RCB,Néstor Araujo,187cm,77kg,(Age: 33-290d),1.0,9.75,2.75,23.475,0.328,0.087,0.083,0.253,14.35,0.0,0.0,33.0,19.75,24.5,39.25,122.25,1.25,1314.5,25983.25,8222.0,77.25,58.75,2.75,0.5,394.5,765.5,138.25,6572727,,,
13985,Gerardo Arteaga,6,Mexico,LB,Gerardo Arteaga,173cm,71kg,(Age: 26-281d),0.667,11.667,2.667,24.6,0.52,0.127,0.067,0.193,21.7,0.0,0.0,38.0,23.667,18.0,34.667,38.333,0.333,930.0,15015.333,5990.0,103.667,64.667,20.0,2.667,500.333,345.333,68.333,2577777,,,
1896,Matty Cash,2,Poland,RB,Matty Cash,185cm,76kg,(Age: 27-312d),3.25,38.25,10.0,25.95,1.192,0.31,0.07,0.253,21.2,0.0,0.0,82.25,52.5,51.5,48.25,102.5,0.5,967.5,16520.75,6174.75,93.0,73.25,27.25,2.75,477.75,369.75,97.5,10811111,,,
4557,Robert Gumny,25,Poland,RB,Robert Gumny,177cm,60kg,(Age: 27-011d),0.667,6.5,1.5,25.0,0.335,0.1,0.085,0.33,14.95,0.0,0.0,36.0,22.0,18.0,23.0,44.0,1.5,577.5,9251.0,3743.0,51.0,33.0,8.5,0.333,302.5,210.0,47.0,3475000,,,
13852,Damian Szymanski,8,Poland,CM,Damian Szymański,181cm,69kg,(Age: 29-364d),2.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,1144444,,,
385,Jan Bednarek,5,Poland,RCB,Jan Bednarek,190cm,77kg,(Age: 29-064d),1.5,10.25,3.5,30.275,0.34,0.115,0.113,0.443,8.7,0.0,0.0,43.75,24.25,45.0,76.0,160.5,1.0,1181.25,20865.75,8217.0,73.75,64.5,1.75,0.75,500.75,566.5,92.75,14384615,,,
12514,Piotr Zielinski,20,Poland,CM,Piotr Zieliński,180cm,74kg,(Age: 31-026d),5.5,65.25,22.25,34.65,2.225,0.767,0.095,0.258,21.475,0.0,0.0,26.0,15.75,23.5,16.75,12.25,0.0,1373.75,20491.5,5548.25,203.25,157.25,37.25,5.25,763.5,429.75,99.5,40454545,,,
12729,Lukasz Skorupski,12,Poland,GK,Łukasz Skorupski,187cm,83kg,(Age: 34-041d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,1.25,16.75,3.5,843.5,23038.75,16605.5,0.0,6.0,0.0,0.0,153.25,359.5,295.5,5644444,,,
12589,Szymon Zurkowski,17,Poland,CM,Szymon Żurkowski,185cm,77kg,(Age: 27-263d),4.0,39.5,12.5,30.6,2.055,0.615,0.095,0.3,19.55,0.0,0.0,45.0,24.5,35.5,27.5,23.5,0.5,559.0,8105.0,1937.5,79.5,45.5,16.0,1.0,309.5,188.5,32.0,2830000,,,
12820,Jakub Kiwior,14,Poland,LCB,Jakub Kiwior,182cm,78kg,(Age: 25-120d),0.0,8.0,4.0,50.0,0.37,0.18,0.0,0.0,14.4,0.0,0.0,50.0,27.0,38.0,40.0,53.0,0.0,539.0,10040.0,2898.0,48.0,40.0,3.0,0.0,217.0,232.0,75.0,507142,,,
668,Przemyslaw Frankowski,24,Poland,LM,Przemysław Frankowski,175cm,68kg,(Age: 30-064d),4.0,35.75,14.5,39.875,1.84,0.725,0.113,0.287,16.775,0.0,0.0,37.5,22.5,21.5,18.75,25.75,0.25,696.0,10804.0,3059.5,75.5,42.5,33.0,3.75,369.75,247.25,48.5,2404166,1995-04-12,30,175
3994,Arkadiusz Milik,7,Poland,CF,Arkadiusz Milik,186cm,78kg,,11.0,68.75,29.25,41.55,3.553,1.488,0.14,0.34,15.225,1.0,1.0,13.5,6.25,8.0,2.5,11.5,0.25,350.5,4581.0,595.25,35.25,18.0,10.0,1.5,209.25,94.75,13.0,27666666,1994-02-28,31,186
12537,Nicola Zalewski,21,Poland,LM,Nicola Zalewski,164cm,63kg,(Age: 23-143d),0.0,9.0,4.0,44.4,1.02,0.45,0.0,0.0,23.5,0.0,0.0,32.0,19.0,18.0,16.0,4.0,0.0,397.0,6977.0,2079.0,22.0,21.0,9.0,0.0,183.0,167.0,41.0,950000,,,
13848,Kamil Glik,15,Poland,RCB,Kamil Glik,190cm,79kg,(Age: 37-132d),1.0,16.75,4.75,25.425,0.58,0.158,0.053,0.21,10.45,0.0,0.0,28.25,17.0,25.25,46.75,135.5,0.25,1101.5,22936.0,7643.25,61.25,43.5,0.75,0.25,292.25,650.5,147.5,8345454,,,
13986,Kamil Grabara,22,Poland,GK,Kamil Grabara,195cm,78kg,(Age: 26-158d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,1.0,19.0,5.0,539.0,16204.0,12159.0,1.0,8.0,0.0,0.0,70.0,292.0,176.0,3237500,,,
4851,Krzysztof Piatek,23,Poland,CF,Krzysztof Piątek,183cm,77kg,(Age: 29-349d),4.667,28.333,11.0,37.2,2.397,0.88,0.137,0.357,15.333,0.667,1.333,6.333,4.0,8.0,4.333,8.333,0.0,189.0,2736.0,383.333,17.667,10.667,4.333,0.667,108.333,58.0,11.333,19783333,,,
2042,Kamil Grosicki,11,Poland,LW,Kamil Grosicki,180cm,74kg,(Age: 37-007d),4.0,16.0,7.0,43.8,2.89,1.26,0.06,0.14,16.8,0.0,0.0,8.0,3.0,2.0,1.0,2.0,0.0,158.0,2169.0,699.0,25.0,9.0,13.0,3.333,91.0,48.0,9.0,3033333,1988-06-08,37,180
4625,Robert Lewandowski,9,Poland,CF,Robert Lewandowski,185cm,78kg,(Age: 36-298d),33.0,139.25,60.25,43.2,4.515,1.955,0.203,0.465,13.5,5.25,5.75,13.75,7.5,12.5,5.75,11.75,0.0,556.75,7409.0,1586.25,82.75,39.25,32.5,5.25,324.75,150.25,27.5,69666666,1988-08-21,36,185
13851,Michal Skoras,26,Poland,RW,Michał Skóraś,173cm,63kg,(Age: 25-120d),1.667,,,,,,,,,0.0,0.0,,,,,,,,,,,,,1.667,,,,560714,,,
9939,Jakub Kaminski,13,Poland,RM,Jakub Kamiński,179cm,71kg,(Age: 23-010d),4.333,,,,,,,,,0.0,0.0,,,,,,,,,,,,,3.0,,,,2609375,,,
9871,Mateusz Wieteska,4,Poland,RCB,Mateusz Wieteska,187cm,77kg,(Age: 28-124d),1.5,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.5,,,,1325000,,,
13849,Artur Jedrzejczyk,3,Poland,RCB,Artur Jędrzejczyk,189cm,78kg,(Age: 37-223d),0.75,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,1072500,,,
7419,Krystian Bielik,6,Poland,CM,Krystian Bielik,189cm,78kg,(Age: 27-162d),1.5,9.0,3.5,38.85,0.775,0.3,0.165,0.415,12.95,0.0,0.0,21.5,14.5,13.5,20.0,22.5,0.0,499.5,8776.0,2760.0,77.5,57.0,8.0,0.0,225.0,200.0,55.5,4975000,,,
