playerId,playerNickname,shirtNumber,playerTeam,playerRole,Full Name,Height,Weight,Age Info,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,pens_made,pens_att,Market Value,birth_date,age,height_cm
13952,Jassem Gaber,25,Qatar,RCB,Jassem Gaber,178cm,64kg,(Age: 23-040d),,,,,,,,,,,,225000.0,2002-02-20,23.0,188.0
13962,Almoez Ali,19,Qatar,CF,Almoez Ali,180cm,68kg,(Age: 28-225d),2.0,9.0,4.0,44.4,1.45,0.65,0.22,0.5,,0.0,0.0,2412500.0,1996-08-19,28.0,180.0
13965,Khalid Muneer,18,Qatar,LW,Khalid Muneer,171cm,55kg,(Age: 27-036d),,,,,,,,,,,,100000.0,1998-02-24,27.0,174.0
13963,Mohammed Muntari,9,Qatar,CF,Mohammed Muntari,194cm,79kg,(Age: 31-102d),,,,,,,,,,,,683333.0,1993-12-20,31.0,194.0
13956,Assim Madibo,23,Qatar,CM,Assim Madibo,163cm,71kg,(Age: 28-161d),,,,,,,,,,,,378571.0,1996-10-22,28.0,168.0
13957,Salem Al-Hajri,20,Qatar,DM,Salem Al-Hajri,183cm,59kg,,,,,,,,,,,,,383333.0,1996-04-10,28.0,183.0
13966,Naif Al-Hadhrami,24,Qatar,RW,,,,,,,,,,,,,,,,100000.0,2001-07-18,23.0,180.0
13942,Meshaal Barsham,22,Qatar,GK,Meshaal Barsham,178cm,66kg,(Age: 27-046d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145000.0,1998-02-14,27.0,180.0
13947,Ismail Mohamad,17,Qatar,RWB,,,,,,,,,,,,,,,,350000.0,1990-04-05,34.0,168.0
13955,Ali Asad,8,Qatar,AM,Alireza Asadabadi,,,,,,,,,,,,,,,395833.0,1993-01-19,32.0,175.0
13961,Akram Afif,11,Qatar,CF,Akram Afif,177cm,64kg,(Age: 28-134d),3.0,0.0,6.0,,0.0,0.47,,0.17,,0.0,0.0,2757142.0,1996-11-18,28.0,177.0
13954,Abdulaziz Hatem,6,Qatar,CM,Abdulaziz Hatem,179cm,69kg,(Age: 34-155d),2.0,,,,,,,,,0.0,0.0,583333.0,1990-10-28,34.0,183.0
13941,Saad Al-Sheeb,1,Qatar,GK,Saad Al Sheeb,185cm,67kg,(Age: 35-041d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462500.0,1990-02-19,35.0,188.0
13958,Mohammed Waad,4,Qatar,DM,Mohammed Waad,183cm,68kg,(Age: 25-195d),0.0,1.0,0.0,0.0,0.17,0.0,0.0,,,0.0,0.0,129166.0,1999-09-18,25.0,183.0
13960,Hasan Al-Haydos,10,Qatar,CM,,,,,,,,,,,,,,,,2008333.0,1990-12-11,34.0,174.0
13950,Musab Khoder,13,Qatar,RB,,,,,,,,,,,,,,,,215000.0,1993-09-26,31.0,176.0
13959,Mustafa Mashaal,26,Qatar,CM,,,,,,,,,,,,,,,,33333.0,2001-03-28,24.0,180.0
13943,Yousef Hassan,21,Qatar,GK,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115000.0,1996-05-24,28.0,186.0
13945,Boualem Khoukhi,16,Qatar,MCB,Boualem Khoukhi,183cm,76kg,(Age: 34-266d),1.0,,,,,,,,,0.0,0.0,741666.0,1990-07-09,34.0,180.0
13953,Karim Boudiaf,12,Qatar,CM,Karim Boudiaf,187cm,63kg,(Age: 34-197d),1.0,,,,,,,,,0.0,0.0,770833.0,1990-09-16,34.0,187.0
13951,Homam Ahmed,14,Qatar,LWB,Homam Ahmed,186cm,71kg,(Age: 25-219d),,,,,,,,,,,,162500.0,1999-08-25,25.0,188.0
13946,Pedro Miguel,2,Qatar,RCB,Ró-Ró,188cm,76kg,(Age: 34-238d),,,,,,,,,,,,721428.0,1990-08-06,34.0,182.0
13944,Abdelkarim Hassan,3,Qatar,LCB,Abdelkarim Hassan,177cm,78kg,(Age: 31-216d),1.0,0.0,4.0,,0.0,0.41,,0.25,,0.0,0.0,831250.0,1993-08-28,31.0,186.0
13964,Ahmed Alaaeldin,7,Qatar,CF,Ahmed Alaaeldin,180cm,67kg,(Age: 32-060d),,,,,,,,,,,,479166.0,1993-01-31,32.0,177.0
13795,Alvaro Zamora,26,Costa Rica,LM,Álvaro Zamora,183cm,74kg,(Age: 23-023d),4.0,,,,,,,,,0.0,0.0,50000.0,2002-03-09,23.0,180.0
3316,Joel Campbell,12,Costa Rica,LW,Joel Campbell,178cm,69kg,(Age: 32-279d),2.333,27.333,10.333,36.167,1.637,0.62,0.093,0.277,,0.0,0.333,2363636.0,1992-06-26,32.0,178.0
13785,Gerson Torres,13,Costa Rica,RW,Gerson Torres,176cm,71kg,(Age: 27-216d),,,,,,,,,,,,241666.0,1997-08-28,27.0,171.0
649,Francisco Calvo,15,Costa Rica,LCB,Francisco Calvo,180cm,79kg,(Age: 32-267d),1.75,20.75,4.75,23.975,1.158,0.277,0.083,0.358,14.5,0.0,0.0,908333.0,1992-07-08,32.0,183.0
13783,Bryan Ruiz,10,Costa Rica,AM,Bryan Ruiz,188cm,82kg,,4.0,8.0,16.667,37.5,0.705,0.717,0.13,0.247,,0.0,0.0,984375.0,1985-08-18,39.0,187.0
754,Kendall Waston,19,Costa Rica,MCB,Kendall Waston,196cm,86kg,(Age: 37-090d),2.0,20.5,5.5,27.025,0.877,0.24,0.085,0.312,10.6,0.0,0.0,652777.0,1988-01-01,37.0,196.0
975,Ronald Matarrita,22,Costa Rica,LB,Rónald Matarrita,175cm,69kg,(Age: 30-266d),1.0,19.333,5.0,26.033,0.93,0.233,0.053,0.167,22.5,0.0,0.0,1447222.0,1994-07-09,30.0,175.0
13563,Jewison Bennette,9,Costa Rica,LW,Jewison Bennette,175cm,69kg,(Age: 20-290d),,,,,,,,,,,,162500.0,2004-06-15,20.0,173.0
13778,Daniel Chacon,2,Costa Rica,DM,,,,,,,,,,,,,,,,132142.0,2001-04-11,23.0,186.0
13789,Esteban Alvarado,18,Costa Rica,GK,Esteban Alvarado,187cm,71kg,(Age: 35-338d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368750.0,1989-04-28,35.0,193.0
13790,Brandon Aguilera,20,Costa Rica,AM,Brandon Aguilera,,,(Age: 21-277d),2.667,15.5,5.0,35.85,1.425,0.48,0.18,0.5,,0.0,0.0,112500.0,2003-06-28,21.0,179.0
13784,Johan Venegas,11,Costa Rica,CF,Johan Venegas,183cm,76kg,(Age: 36-125d),1.333,24.0,8.333,41.8,2.185,0.873,0.065,0.157,,0.0,0.0,413888.0,1988-11-27,36.0,183.0
13791,Roan Wilson,24,Costa Rica,CM,Roan Wilson,184cm,58kg,(Age: 22-335d),,,,,,,,,,,,120000.0,2002-05-01,22.0,184.0
13779,Juan Pablo Vargas,3,Costa Rica,LCB,Juan Pablo Vargas,192cm,76kg,(Age: 29-299d),0.5,15.5,4.25,26.275,0.647,0.165,0.02,0.055,,0.0,0.0,553125.0,1995-06-06,29.0,192.0
13781,Celso Borges,5,Costa Rica,CM,Celso Borges,186cm,81kg,(Age: 36-309d),7.0,,22.0,,,1.13,,0.32,,0.0,0.0,1463461.0,1988-05-27,36.0,183.0
13793,Douglas Lopez,21,Costa Rica,DM,,,,,,,,,,,,,,,,166666.0,1998-09-21,26.0,180.0
1593,Óscar Duarte,6,Costa Rica,RCB,Óscar Duarte,184cm,73kg,(Age: 35-302d),0.75,8.0,2.5,36.05,0.57,0.177,0.062,0.182,12.7,0.0,0.0,862500.0,1989-06-03,35.0,186.0
13782,Anthony Contreras,7,Costa Rica,CF,Anthony Contreras,180cm,72kg,(Age: 25-062d),,,,,,,,,,,,157142.0,2000-01-29,25.0,180.0
3841,Keylor Navas,1,Costa Rica,GK,Keylor Navas,183cm,78kg,(Age: 38-107d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12300000.0,1986-12-15,38.0,185.0
13786,Carlos Martinez,16,Costa Rica,RB,,,,,,,,,,,,,,,,300000.0,1994-02-04,31.0,174.0
13371,Bryan Oviedo,8,Costa Rica,LWB,Bryan Oviedo,172cm,69kg,(Age: 35-042d),0.0,9.0,2.0,22.2,1.56,0.35,0.0,0.0,,0.0,0.0,727777.0,1990-02-18,35.0,172.0
13787,Youstin Salas,14,Costa Rica,DM,Youstin Salas,173cm,68kg,(Age: 28-288d),0.0,6.0,2.0,33.3,0.95,0.32,0.0,0.0,,0.0,0.0,153125.0,1996-06-17,28.0,173.0
13788,Yeltsin Tejeda,17,Costa Rica,CM,Yeltsin Tejeda,179cm,71kg,(Age: 33-015d),0.5,0.0,2.75,,0.0,0.182,,0.165,,0.0,0.0,443181.0,1992-03-17,33.0,179.0
13792,Patrick Sequeira,23,Costa Rica,GK,Patrick Sequeira,190cm,69kg,(Age: 26-031d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000.0,1999-03-01,26.0,190.0
13780,Keysher Fuller,4,Costa Rica,RWB,Keysher Fuller,183cm,78kg,(Age: 30-263d),1.0,,,,,,,,,0.0,0.0,221875.0,1994-07-12,30.0,183.0
13794,Anthony Hernandez,25,Costa Rica,RW,Anthony Hernandez,,,(Age: 30-057d),,,,,,,,,,,,,2001-10-11,23.0,179.0
13819,Mitchell Duke,15,Australia,CF,Mitchell Duke,182cm,81kg,(Age: 34-073d),4.25,30.5,11.0,37.4,2.64,0.965,0.065,0.19,,0.0,0.25,596875.0,1991-01-18,34.0,186.0
4739,Ajdin Hrustic,10,Australia,CM,Ajdin Hrustic,183cm,73kg,(Age: 28-270d),2.5,44.5,11.5,26.3,2.785,0.735,0.06,0.225,24.6,0.0,0.5,1231818.0,1996-07-05,28.0,180.0
13812,Joel King,24,Australia,LB,Joel King,175cm,69kg,(Age: 24-153d),0.0,4.0,0.5,12.5,0.335,0.062,0.0,0.0,,0.0,0.0,315000.0,2000-10-30,24.0,179.0
13827,Danny Vukovic,18,Australia,GK,Danny Vukovic,188cm,83kg,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,810000.0,1985-03-27,40.0,187.0
13811,Nathaniel Atkinson,3,Australia,RB,Nathaniel Atkinson,181cm,72kg,(Age: 25-292d),1.0,11.333,4.0,34.6,0.967,0.32,0.113,0.377,,0.0,0.0,493750.0,1999-06-13,25.0,181.0
13823,Craig Goodwin,23,Australia,LM,Craig Goodwin,193cm,83kg,(Age: 33-106d),5.75,45.25,18.25,39.4,2.228,0.902,0.09,0.23,,1.75,2.25,1000000.0,1991-12-16,33.0,183.0
13824,Kye Rowles,4,Australia,LCB,Kye Rowles,183cm,89kg,(Age: 26-281d),0.5,6.0,1.25,18.725,0.28,0.062,0.105,0.443,,0.0,0.0,360714.0,1998-06-24,26.0,185.0
13109,Awer Mabil,11,Australia,LW,Awer Mabil,179cm,64kg,(Age: 29-198d),4.5,41.0,15.0,40.2,1.97,0.775,0.09,0.25,,0.0,0.0,1820000.0,1995-09-15,29.0,178.0
6967,Riley McGree,14,Australia,CF,Riley McGree,178cm,72kg,(Age: 26-150d),1.667,16.333,5.333,33.767,1.78,0.59,0.103,0.313,20.067,0.0,0.0,750000.0,1998-11-02,26.0,178.0
8854,Jackson Irvine,22,Australia,CM,Jackson Irvine,179cm,69kg,(Age: 32-025d),2.25,28.0,6.75,22.325,1.052,0.235,0.062,0.243,13.3,0.0,0.0,2588888.0,1993-03-07,32.0,189.0
13816,Thomas Deng,20,Australia,RCB,Thomas Deng,179cm,72kg,(Age: 28-012d),0.333,2.5,0.5,16.65,0.245,0.025,0.165,1.0,,0.0,0.0,696428.0,1997-03-20,28.0,182.0
435,Mathew Ryan,1,Australia,GK,Mathew Ryan,184cm,73kg,(Age: 32-358d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7500000.0,1992-04-08,32.0,184.0
13826,Cammy Devlin,17,Australia,DM,,,,,,,,,,,,,,,,237500.0,1998-06-07,26.0,169.0
13817,Jamie Maclaren,9,Australia,CF,Jamie Maclaren,178cm,69kg,(Age: 31-246d),16.75,82.75,34.75,44.65,4.255,1.893,0.155,0.36,,3.25,3.75,1002777.0,1993-07-29,31.0,179.0
9290,Bailey Wright,8,Australia,RCB,Bailey Wright,175cm,84kg,(Age: 32-247d),2.0,16.5,5.0,31.25,0.525,0.155,0.15,0.48,,0.0,0.0,1200000.0,,,
13818,Andrew Redmayne,12,Australia,GK,Andrew Redmayne,194cm,83kg,(Age: 36-078d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635714.0,1989-01-13,36.0,194.0
13821,Keanu Baccus,26,Australia,DM,Keanu Baccus,176cm,67kg,(Age: 26-298d),1.5,24.25,5.75,24.1,1.223,0.285,0.062,0.272,,0.0,0.0,333333.0,1998-06-07,26.0,178.0
7478,Milos Degenek,2,Australia,RB,Miloš Degenek,187cm,79kg,(Age: 30-338d),0.5,11.0,1.0,9.1,0.44,0.04,0.0,0.0,12.4,0.0,0.0,2866666.0,1994-04-28,30.0,187.0
13825,Garang Kuol,21,Australia,CF,Garang Kuol,,,(Age: 20-198d),,,,,,,,,,,,,2004-09-15,20.0,175.0
449,Aaron Mooy,13,Australia,CM,Aaron Mooy,180cm,74kg,,3.5,31.5,10.5,33.75,2.01,0.74,0.115,0.315,20.9,0.0,0.0,10562500.0,1990-09-15,34.0,174.0
13815,Mathew Leckie,7,Australia,RM,Mathew Leckie,180cm,78kg,(Age: 34-056d),3.667,23.0,9.333,43.633,1.71,0.703,0.097,0.24,12.55,0.0,0.0,2244444.0,1991-02-04,34.0,181.0
8257,Harry Souttar,19,Australia,RCB,Harry Souttar,198cm,78kg,(Age: 26-161d),1.25,18.0,4.667,24.167,0.583,0.143,0.067,0.2,9.6,0.0,0.0,3116666.0,1998-10-22,26.0,198.0
13822,Jason Cummings,25,Australia,CF,Jason Cummings,178cm,69kg,(Age: 29-243d),5.25,34.667,15.0,42.733,3.073,1.31,0.097,0.197,,1.0,1.5,662500.0,1995-08-01,29.0,178.0
13820,Aziz Behich,16,Australia,LB,Aziz Behich,172cm,66kg,(Age: 34-106d),0.0,11.0,2.5,26.05,0.34,0.08,0.0,0.0,,0.0,0.0,1195833.0,1990-12-16,34.0,170.0
14054,Marco Tilio,6,Australia,RW,Marco Tilio,165cm,63kg,(Age: 23-221d),2.5,30.0,13.5,45.1,2.65,1.21,0.08,0.19,,0.0,0.0,96428.0,2001-08-23,23.0,170.0
13813,Fran Karacic,5,Australia,RB,Fran Karačić,185cm,74kg,(Age: 28-324d),0.75,8.0,2.0,25.0,0.835,0.235,0.0,0.0,22.55,0.25,0.25,1580000.0,1996-05-12,28.0,185.0
3526,Johan Vásquez,5,Mexico,LCB,,,,,,,,,,,,,,,,2327272.0,1998-10-22,26.0,185.0
3352,Jorge Sánchez,19,Mexico,RB,,,,,,,,,,,,,,,,3080000.0,1997-12-10,27.0,175.0
3314,Rogelio Funes Mori,11,Mexico,CF,Rogelio Funes Mori,185cm,73kg,(Age: 34-027d),12.0,81.667,32.0,38.733,3.433,1.333,0.117,0.31,,1.5,2.0,6363636.0,1991-03-05,34.0,186.0
2104,Luis Romo,7,Mexico,CM,Luis Romo,182cm,83kg,(Age: 29-300d),1.5,22.5,6.0,32.35,1.252,0.38,0.125,0.383,,0.0,0.25,3690000.0,1995-06-05,29.0,183.0
3343,Guillermo Ochoa,13,Mexico,GK,Guillermo Ochoa,183cm,78kg,(Age: 39-262d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2716666.0,1985-07-13,39.0,185.0
2111,Hirving Lozano,22,Mexico,RW,Hirving Lozano,177cm,69kg,(Age: 29-245d),6.667,47.667,19.667,40.667,2.827,1.147,0.137,0.327,16.167,0.0,0.0,35266666.0,1995-07-30,29.0,175.0
3367,Henry Martín,20,Mexico,CF,Henry Martín,165cm,54kg,(Age: 32-134d),9.0,46.0,24.333,53.4,2.517,1.333,0.21,0.38,,0.25,0.25,2810000.0,1992-11-18,32.0,177.0
1880,Andres Guardado,18,Mexico,CM,Andrés Guardado,172cm,68kg,(Age: 38-185d),0.25,16.0,4.25,29.5,0.812,0.225,0.022,0.05,23.65,0.0,0.0,3400000.0,1986-09-28,38.0,167.0
2106,Edson Alvarez,4,Mexico,CM,Edson Álvarez,185cm,71kg,(Age: 27-159d),2.0,26.333,8.0,26.333,1.46,0.407,0.06,0.193,,0.0,0.0,9863636.0,1997-10-24,27.0,190.0
1384,Hector Herrera,16,Mexico,CM,Héctor Herrera,180cm,72kg,(Age: 34-347d),0.0,10.0,1.75,19.275,1.083,0.195,0.0,0.0,20.625,0.0,0.0,14818181.0,1990-04-19,34.0,183.0
3309,Carlos Rodríguez,8,Mexico,CM,Carlos Felipe Rodríguez,182cm,77kg,(Age: 35-363d),,,,,,,,,,,,4909090.0,1997-01-03,28.0,171.0
3455,Luis Chávez,24,Mexico,CM,Luis Chávez,178cm,73kg,(Age: 29-076d),2.5,47.333,13.0,26.633,2.54,0.67,0.057,0.21,,0.5,0.5,1585000.0,1996-01-15,29.0,178.0
252,Raúl Jiménez,9,Mexico,CF,Raúl Jiménez,188cm,79kg,(Age: 33-331d),10.0,76.25,23.75,31.975,2.77,0.895,0.112,0.353,15.775,1.75,1.75,30000000.0,1991-05-05,33.0,187.0
2110,Roberto Alvarado,25,Mexico,RW,Roberto Alvarado,170cm,63kg,(Age: 26-206d),3.5,25.0,8.0,34.325,1.512,0.49,0.193,0.522,,0.0,0.0,5970000.0,1998-09-07,26.0,176.0
3420,Rodolfo Cota,12,Mexico,GK,Rodolfo Cota,183cm,88kg,(Age: 37-272d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2120000.0,1987-07-03,37.0,183.0
3523,Alfredo Talavera,1,Mexico,GK,Alfredo Talavera,188cm,82kg,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080000.0,1982-09-18,42.0,188.0
3303,Jesús Gallardo,23,Mexico,LB,Jesús Gallardo,177cm,68kg,(Age: 30-229d),2.75,45.0,15.667,35.6,1.853,0.643,0.047,0.14,,0.0,0.0,4780000.0,1994-08-15,30.0,176.0
3387,Orbelín Pineda,17,Mexico,CM,Orbelín Pineda,168cm,59kg,(Age: 29-008d),2.667,29.0,9.667,34.2,1.657,0.57,0.09,0.257,,0.0,0.0,6554545.0,1996-03-24,29.0,169.0
3301,Héctor Moreno,15,Mexico,LCB,Héctor Moreno,182cm,76kg,(Age: 37-074d),0.667,6.333,2.0,28.9,0.533,0.203,0.1,0.417,9.5,0.0,0.0,3885714.0,1988-01-17,37.0,186.0
3299,César Montes,3,Mexico,RCB,César Montes,191cm,69kg,(Age: 28-036d),1.0,15.0,3.0,18.767,0.747,0.163,0.037,0.177,,0.0,0.0,5270000.0,1997-02-24,28.0,195.0
2108,Uriel Antuna,21,Mexico,RW,Uriel Antuna,174cm,58kg,(Age: 27-223d),1.5,20.0,10.0,51.225,1.518,0.792,0.06,0.128,,0.0,0.25,2827272.0,1997-08-21,27.0,174.0
11090,Erick Gutierrez,14,Mexico,CM,Erick Gutiérrez,181cm,68kg,(Age: 29-290d),1.667,12.5,3.0,24.05,1.015,0.245,0.08,0.33,,0.0,0.0,5430000.0,1995-06-15,29.0,181.0
3452,Kevin Álvarez,26,Mexico,RB,Kevin Álvarez,175cm,63kg,(Age: 26-076d),0.667,17.667,5.0,24.667,0.767,0.197,0.03,0.117,,0.0,0.0,1589285.0,1999-01-15,26.0,178.0
3414,Alexis Vega,10,Mexico,LW,Alexis Vega,172cm,72kg,(Age: 27-127d),4.5,47.667,14.0,29.2,2.397,0.707,0.093,0.317,,0.25,0.25,3310000.0,1997-11-25,27.0,173.0
1452,Nestor Araujo,2,Mexico,RCB,Néstor Araujo,187cm,77kg,(Age: 33-215d),1.0,9.75,2.75,23.475,0.328,0.087,0.083,0.253,14.35,0.0,0.0,6572727.0,1991-08-29,33.0,188.0
13985,Gerardo Arteaga,6,Mexico,LB,Gerardo Arteaga,173cm,71kg,(Age: 26-206d),0.667,11.333,2.667,25.333,0.507,0.13,0.07,0.22,,0.0,0.0,2577777.0,1998-09-07,26.0,175.0
9980,Daniel-Kofi Kyereh,8,Ghana,AM,,,,,,,,,,,,,,,,894642.0,1996-03-08,29.0,179.0
1975,Denis Odoi,3,Ghana,RB,Denis Odoi,178cm,66kg,(Age: 36-309d),0.667,11.333,2.333,24.167,0.633,0.15,0.133,0.417,13.9,0.0,0.0,1430000.0,1988-05-27,36.0,178.0
1363,Inaki Williams,19,Ghana,CF,Iñaki Williams,186cm,77kg,(Age: 30-290d),8.25,66.75,26.25,39.425,2.162,0.838,0.113,0.285,14.375,0.75,1.0,32333333.0,1994-06-15,30.0,186.0
213,Daniel Amartey,18,Ghana,RCB,Daniel Amartey,182cm,76kg,(Age: 30-101d),0.333,3.0,1.0,36.1,0.337,0.1,0.11,0.333,21.367,0.0,0.0,5458333.0,1994-12-21,30.0,186.0
7192,Antoine Semenyo,25,Ghana,CF,Antoine Semenyo,180cm,69kg,(Age: 25-084d),5.0,58.0,19.0,31.25,2.325,0.775,0.075,0.24,17.4,0.0,0.0,964285.0,2000-01-07,25.0,185.0
4020,Kamaldeen Sulemana,22,Ghana,LW,Kamaldeen Sulemana,175cm,69kg,(Age: 23-045d),6.0,44.0,18.0,40.233,2.817,1.153,0.153,0.393,20.5,0.333,0.667,8016666.0,2002-02-15,23.0,175.0
444,Tariq Lamptey,2,Ghana,RB,Tariq Lamptey,175cm,68kg,(Age: 24-183d),0.333,9.0,2.0,18.133,0.673,0.143,0.057,0.25,19.067,0.0,0.0,12385714.0,2000-09-30,24.0,163.0
4408,Salis Abdul Samed,21,Ghana,CM,Salis Abdul Samed,180cm,60kg,(Age: 25-006d),1.0,18.0,5.0,27.8,0.66,0.18,0.06,0.2,21.5,0.0,0.0,621428.0,2000-03-26,25.0,179.0
4404,Alidu Seidu,26,Ghana,RCB,Alidu Seidu,173cm,68kg,(Age: 24-301d),0.0,8.0,1.0,12.7,0.655,0.085,0.0,0.0,22.5,0.0,0.0,537500.0,2000-06-04,24.0,173.0
14039,Daniel Afriyie,13,Ghana,LW,Daniel Afriyie,,,(Age: 23-279d),2.0,43.0,10.0,23.3,1.99,0.46,0.05,0.2,,0.0,0.0,75000.0,2001-06-26,23.0,176.0
1453,Joseph Aidoo,15,Ghana,RCB,Joseph Aidoo,184cm,79kg,(Age: 29-184d),0.25,8.333,0.667,8.9,0.397,0.023,0.0,0.0,13.1,0.0,0.0,5142857.0,1995-09-29,29.0,181.0
5085,Abdul Rahman Baba,17,Ghana,LB,Baba Rahman,179cm,69kg,(Age: 30-273d),0.5,12.0,5.0,41.7,0.42,0.17,0.0,0.0,22.3,0.0,0.0,4311111.0,1994-07-02,30.0,179.0
11843,Issahaku Fatawu,7,Ghana,AM,Abdul Fatawu Issahaku,177cm,73kg,(Age: 21-024d),3.0,44.0,10.0,29.25,2.21,0.63,0.04,0.2,25.9,0.0,0.0,300000.0,2004-03-08,21.0,177.0
483,Jordan Ayew,9,Ghana,LW,Jordan Ayew,182cm,81kg,(Age: 33-202d),3.5,36.5,11.5,29.425,1.6,0.438,0.083,0.295,15.95,0.0,0.0,7954545.0,1991-09-11,33.0,182.0
8031,Mohammed Kudus,20,Ghana,RW,Mohammed Kudus,177cm,74kg,(Age: 24-242d),7.5,39.5,12.5,29.45,2.455,0.73,0.17,0.6,,1.5,1.5,6544444.0,2000-08-02,24.0,177.0
4231,Alexander Djiku,23,Ghana,RCB,Alexander Djiku,182cm,73kg,(Age: 30-235d),0.75,14.5,4.5,28.7,0.54,0.17,0.065,0.32,14.4,0.0,0.0,7090909.0,1994-08-09,30.0,182.0
9096,Kamal Sowah,24,Ghana,RW,Kamal Sowah,179cm,66kg,(Age: 25-082d),5.5,48.0,18.0,37.5,1.42,0.53,0.17,0.44,,0.0,0.0,1504545.0,2000-01-09,25.0,179.0
1910,Mohammed Salisu,4,Ghana,LCB,Mohammed Salisu,191cm,82kg,(Age: 25-349d),0.333,11.667,3.667,25.6,0.463,0.137,0.047,0.333,11.667,0.0,0.0,6938461.0,1999-04-17,25.0,188.0
14038,Elisha Owusu,6,Ghana,DM,Elisha Owusu,179cm,62kg,(Age: 27-145d),0.0,7.5,1.5,25.0,0.53,0.12,0.0,0.0,,0.0,0.0,4675000.0,1997-11-07,27.0,182.0
14040,Andre Ayew,10,Ghana,AM,André Ayew,176cm,72kg,(Age: 35-105d),12.0,80.333,28.667,36.267,2.173,0.783,0.113,0.31,15.35,3.333,3.333,7936363.0,1989-12-17,35.0,175.0
14036,Abdul Nurudeen,16,Ghana,GK,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106250.0,1999-02-08,26.0,189.0
1380,Thomas Partey,5,Ghana,CM,Thomas Partey,185cm,78kg,(Age: 31-292d),1.667,34.0,7.0,20.3,1.537,0.303,0.047,0.2,25.333,0.0,0.0,37538461.0,1993-06-13,31.0,185.0
14034,Lawrence Ati Zigi,1,Ghana,GK,Lawrence Ati-Zigi,188cm,83kg,(Age: 28-123d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885714.0,1996-11-29,28.0,188.0
14035,Ibrahim Danlad,12,Ghana,GK,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75000.0,2002-01-02,23.0,177.0
4265,Gideon Mensah,14,Ghana,LB,Gideon Mensah,178cm,73kg,(Age: 26-257d),0.0,3.667,0.667,13.333,0.247,0.033,0.0,0.0,11.2,0.0,0.0,1745454.0,1998-07-18,26.0,178.0
5178,Osman Bukari,11,Ghana,RW,Osman Bukari,170cm,68kg,(Age: 26-109d),3.0,32.5,13.0,41.4,2.145,0.875,0.095,0.23,18.2,0.0,0.0,1205000.0,1998-12-13,26.0,170.0
8343,Sergiño Dest,2,United States,RB,Sergiño Dest,173cm,68kg,(Age: 24-149d),0.667,15.667,3.333,23.4,0.893,0.18,0.047,0.133,15.95,0.0,0.0,14925000.0,2000-11-03,24.0,173.0
1174,Cristian Roldán,17,United States,CM,Cristian Roldan,173cm,74kg,(Age: 29-302d),4.5,36.75,11.75,32.95,1.488,0.48,0.12,0.385,16.25,0.0,0.0,3800000.0,1995-06-03,29.0,173.0
107,Christian Pulisic,10,United States,LW,Christian Pulisic,172cm,68kg,(Age: 26-195d),5.75,40.25,15.5,38.3,2.52,0.97,0.147,0.39,13.725,0.0,0.0,54000000.0,1998-09-18,26.0,177.0
916,Walker Zimmerman,3,United States,RCB,Walker Zimmerman,190cm,84kg,(Age: 31-317d),2.75,23.25,8.75,36.775,0.963,0.357,0.12,0.31,10.475,0.0,0.0,2485000.0,1993-05-19,31.0,190.0
940,Matt Turner,1,United States,GK,Matt Turner,191cm,78kg,(Age: 30-281d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1011111.0,1994-06-24,30.0,191.0
70,Cameron Carter-Vickers,20,United States,RCB,Cameron Carter-Vickers,183cm,92kg,(Age: 27-091d),1.25,6.0,2.5,35.0,0.265,0.095,0.122,0.357,11.233,0.0,0.0,1888888.0,1997-12-31,27.0,183.0
1971,Tim Ream,13,United States,LCB,Tim Ream,185cm,73kg,(Age: 37-178d),0.25,2.5,0.25,4.767,0.06,0.005,0.047,1.0,14.2,0.0,0.0,2027272.0,1987-10-05,37.0,186.0
