playerId,playerName,shirtNumber,playerTeam,playerRole,Full Name,Height,Weight,Age Info,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,pens_made,pens_att,tackles,tackles_won,blocks,interceptions,clearances,errors,Market Value,birth_date,age,height_cm
2106,Edson Alvarez,4,Mexico,CM,Edson Álvarez,185cm,71kg,(Age: 27-234d),2.0,22.5,6.75,27.75,1.195,0.333,0.068,0.212,16.025,0.0,0.0,46.5,28.75,26.25,32.75,41.25,0.75,9863636,,,
1384,Hector Herrera,16,Mexico,CM,Héctor Herrera,180cm,72kg,(Age: 35-057d),0.0,10.0,1.75,19.275,1.083,0.195,0.0,0.0,20.625,0.0,0.0,18.0,10.75,12.5,12.0,11.75,0.75,14818181,1990-04-19,35,183
3309,Carlos Rodríguez,8,Mexico,CM,Carlos Felipe Rodríguez,182cm,77kg,(Age: 36-073d),,,,,,,,,,,,0.0,0.0,0.0,0.0,10.0,1.0,4909090,,,
3455,Luis Chávez,24,Mexico,CM,Luis Chávez,178cm,73kg,(Age: 29-151d),2.5,42.0,12.0,28.975,2.622,0.762,0.043,0.173,28.475,0.5,0.5,28.75,16.5,11.75,21.25,19.0,0.0,1585000,,,
252,Raúl Jiménez,9,Mexico,CF,Raúl Jiménez,188cm,79kg,(Age: 34-041d),10.0,76.25,23.75,31.975,2.77,0.895,0.112,0.353,15.775,1.75,1.75,20.5,11.5,21.0,15.75,28.0,0.25,30000000,,,
2110,Roberto Alvarado,25,Mexico,RW,Roberto Alvarado,170cm,63kg,(Age: 26-281d),3.5,23.75,7.5,34.125,1.448,0.465,0.198,0.547,19.425,0.0,0.0,30.25,18.5,17.25,12.25,15.25,0.0,5970000,,,
3420,Rodolfo Cota,12,Mexico,GK,Rodolfo Cota,183cm,88kg,(Age: 37-347d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.75,1.0,10.25,1.25,2120000,1987-07-03,37,183
3523,Alfredo Talavera,1,Mexico,GK,Alfredo Talavera,188cm,82kg,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.75,0.25,0.25,14.25,1.0,1080000,,,
3303,Jesús Gallardo,23,Mexico,LB,Jesús Gallardo,177cm,68kg,(Age: 30-304d),2.75,42.25,13.75,33.55,1.725,0.56,0.062,0.188,18.4,0.0,0.0,56.75,35.75,30.25,25.75,42.5,0.25,4780000,,,
3387,Orbelín Pineda,17,Mexico,CM,Orbelín Pineda,168cm,59kg,(Age: 29-083d),2.667,30.0,9.667,33.167,1.723,0.583,0.087,0.26,22.067,0.0,0.0,17.667,11.0,12.667,8.333,7.0,0.0,6554545,,,
3301,Héctor Moreno,15,Mexico,LCB,Héctor Moreno,182cm,76kg,(Age: 37-149d),0.667,6.333,2.0,28.9,0.533,0.203,0.1,0.417,9.467,0.0,0.0,13.667,7.0,15.0,17.667,44.333,0.0,3885714,,,
3299,César Montes,3,Mexico,RCB,César Montes,191cm,69kg,(Age: 28-111d),1.0,15.0,3.25,20.5,0.807,0.188,0.062,0.258,11.05,0.0,0.0,24.25,16.75,17.75,24.75,90.75,0.25,5270000,1997-02-24,28,195
2108,Uriel Antuna,21,Mexico,RW,Uriel Antuna,174cm,58kg,(Age: 27-298d),1.5,20.0,9.75,49.45,1.51,0.767,0.06,0.14,18.825,0.0,0.25,12.25,7.0,13.25,11.25,10.25,0.0,2827272,,,
11090,Erick Gutierrez,14,Mexico,CM,Erick Gutiérrez,181cm,68kg,(Age: 30-000d),1.667,12.667,3.667,28.867,1.28,0.397,0.13,0.42,19.333,0.0,0.0,34.333,22.667,15.0,17.667,16.667,0.333,5430000,,,
3452,Kevin Álvarez,26,Mexico,RB,Kevin Álvarez,175cm,63kg,(Age: 26-151d),0.667,18.333,4.667,21.9,0.793,0.183,0.03,0.143,20.6,0.0,0.0,49.333,29.0,26.0,24.333,38.0,0.667,1589285,,,
3414,Alexis Vega,10,Mexico,LW,Alexis Vega,172cm,72kg,(Age: 27-202d),4.5,41.5,12.75,32.125,2.295,0.73,0.113,0.348,22.55,0.25,0.25,21.75,12.75,13.5,11.0,11.5,0.0,3310000,,,
1452,Nestor Araujo,2,Mexico,RCB,Néstor Araujo,187cm,77kg,(Age: 33-290d),1.0,9.75,2.75,23.475,0.328,0.087,0.083,0.253,14.35,0.0,0.0,33.0,19.75,24.5,39.25,122.25,1.25,6572727,,,
13985,Gerardo Arteaga,6,Mexico,LB,Gerardo Arteaga,173cm,71kg,(Age: 26-281d),0.667,11.667,2.667,24.6,0.52,0.127,0.067,0.193,21.7,0.0,0.0,38.0,23.667,18.0,34.667,38.333,0.333,2577777,,,
1896,Matty Cash,2,Poland,RB,Matty Cash,185cm,76kg,(Age: 27-312d),3.25,38.25,10.0,25.95,1.192,0.31,0.07,0.253,21.2,0.0,0.0,82.25,52.5,51.5,48.25,102.5,0.5,10811111,,,
4557,Robert Gumny,25,Poland,RB,Robert Gumny,177cm,60kg,(Age: 27-011d),0.667,6.5,1.5,25.0,0.335,0.1,0.085,0.33,14.95,0.0,0.0,36.0,22.0,18.0,23.0,44.0,1.5,3475000,,,
13852,Damian Szymanski,8,Poland,CM,Damian Szymański,181cm,69kg,(Age: 29-364d),2.0,,,,,,,,,0.0,0.0,,,,,,,1144444,,,
385,Jan Bednarek,5,Poland,RCB,Jan Bednarek,190cm,77kg,(Age: 29-064d),1.5,10.25,3.5,30.275,0.34,0.115,0.113,0.443,8.7,0.0,0.0,43.75,24.25,45.0,76.0,160.5,1.0,14384615,,,
12514,Piotr Zielinski,20,Poland,CM,Piotr Zieliński,180cm,74kg,(Age: 31-026d),5.5,65.25,22.25,34.65,2.225,0.767,0.095,0.258,21.475,0.0,0.0,26.0,15.75,23.5,16.75,12.25,0.0,40454545,,,
12729,Lukasz Skorupski,12,Poland,GK,Łukasz Skorupski,187cm,83kg,(Age: 34-041d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,1.25,16.75,3.5,5644444,,,
12589,Szymon Zurkowski,17,Poland,CM,Szymon Żurkowski,185cm,77kg,(Age: 27-263d),4.0,39.5,12.5,30.6,2.055,0.615,0.095,0.3,19.55,0.0,0.0,45.0,24.5,35.5,27.5,23.5,0.5,2830000,,,
12820,Jakub Kiwior,14,Poland,LCB,Jakub Kiwior,182cm,78kg,(Age: 25-120d),0.0,8.0,4.0,50.0,0.37,0.18,0.0,0.0,14.4,0.0,0.0,50.0,27.0,38.0,40.0,53.0,0.0,507142,,,
668,Przemyslaw Frankowski,24,Poland,LM,Przemysław Frankowski,175cm,68kg,(Age: 30-064d),4.0,35.75,14.5,39.875,1.84,0.725,0.113,0.287,16.775,0.0,0.0,37.5,22.5,21.5,18.75,25.75,0.25,2404166,,,
3994,Arkadiusz Milik,7,Poland,CF,Arkadiusz Milik,186cm,78kg,,11.0,68.75,29.25,41.55,3.553,1.488,0.14,0.34,15.225,1.0,1.0,13.5,6.25,8.0,2.5,11.5,0.25,27666666,,,
12537,Nicola Zalewski,21,Poland,LM,Nicola Zalewski,164cm,63kg,(Age: 23-143d),0.0,9.0,4.0,44.4,1.02,0.45,0.0,0.0,23.5,0.0,0.0,32.0,19.0,18.0,16.0,4.0,0.0,950000,,,
13848,Kamil Glik,15,Poland,RCB,Kamil Glik,190cm,79kg,(Age: 37-132d),1.0,16.75,4.75,25.425,0.58,0.158,0.053,0.21,10.45,0.0,0.0,28.25,17.0,25.25,46.75,135.5,0.25,8345454,,,
13986,Kamil Grabara,22,Poland,GK,Kamil Grabara,195cm,78kg,(Age: 26-158d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,1.0,19.0,5.0,3237500,,,
4851,Krzysztof Piatek,23,Poland,CF,Krzysztof Piątek,183cm,77kg,(Age: 29-349d),4.667,28.333,11.0,37.2,2.397,0.88,0.137,0.357,15.333,0.667,1.333,6.333,4.0,8.0,4.333,8.333,0.0,19783333,,,
2042,Kamil Grosicki,11,Poland,LW,Kamil Grosicki,180cm,74kg,(Age: 37-007d),4.0,16.0,7.0,43.8,2.89,1.26,0.06,0.14,16.8,0.0,0.0,8.0,3.0,2.0,1.0,2.0,0.0,3033333,1988-06-08,37,180
4625,Robert Lewandowski,9,Poland,CF,Robert Lewandowski,185cm,78kg,(Age: 36-298d),33.0,139.25,60.25,43.2,4.515,1.955,0.203,0.465,13.5,5.25,5.75,13.75,7.5,12.5,5.75,11.75,0.0,69666666,,,
13851,Michal Skoras,26,Poland,RW,Michał Skóraś,173cm,63kg,(Age: 25-120d),1.667,,,,,,,,,0.0,0.0,,,,,,,560714,,,
9939,Jakub Kaminski,13,Poland,RM,Jakub Kamiński,179cm,71kg,(Age: 23-010d),4.333,,,,,,,,,0.0,0.0,,,,,,,2609375,,,
9871,Mateusz Wieteska,4,Poland,RCB,Mateusz Wieteska,187cm,77kg,(Age: 28-124d),1.5,,,,,,,,,0.0,0.0,,,,,,,1325000,,,
13849,Artur Jedrzejczyk,3,Poland,RCB,Artur Jędrzejczyk,189cm,78kg,(Age: 37-223d),0.75,,,,,,,,,0.0,0.0,,,,,,,1072500,,,
7419,Krystian Bielik,6,Poland,CM,Krystian Bielik,189cm,78kg,(Age: 27-162d),1.5,9.0,3.5,38.85,0.775,0.3,0.165,0.415,12.95,0.0,0.0,21.5,14.5,13.5,20.0,22.5,0.0,4975000,,,
11113,Sebastian Szymanski,19,Poland,CM,Sebastian Szymański,174cm,58kg,(Age: 26-036d),2.5,54.667,19.0,34.4,2.403,0.83,0.047,0.13,,0.0,0.0,,44.333,,15.667,,,6222727,1999-05-10,26,174
13850,Grzegorz Krychowiak,10,Poland,DM,Grzegorz Krychowiak,186cm,84kg,,5.0,50.0,17.5,33.75,2.69,0.895,0.08,0.21,,1.333,1.667,,17.5,,27.5,,,16181818,,,
12766,Bartosz Bereszynski,18,Poland,LB,Bartosz Bereszyński,182cm,78kg,(Age: 32-338d),0.25,8.5,1.0,15.45,0.312,0.037,0.083,0.333,20.875,0.0,0.0,57.25,36.75,34.5,37.5,81.25,0.5,7863636,,,
8042,Wojciech Szczesny,1,Poland,GK,Wojciech Szczęsny,195cm,87kg,(Age: 35-058d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.5,1.25,7.75,1.25,27454545,,,
7535,Karol Swiderski,16,Poland,CF,Karol Świderski,184cm,73kg,(Age: 28-143d),9.0,72.0,36.0,50.0,2.64,1.32,0.14,0.28,17.1,0.25,0.5,25.0,10.0,12.0,3.0,7.0,0.0,3440000,,,
3890,Youssouf Fofana,13,France,CM,Youssouf Fofana,184cm,69kg,(Age: 26-156d),0.25,21.75,4.0,22.075,1.16,0.26,0.018,0.062,24.95,0.0,0.0,50.0,30.0,23.75,22.0,13.0,1.0,9554166,1999-01-10,26,185
3870,Kylian Mbappé,10,France,LW,Kylian Mbappé,178cm,73kg,(Age: 26-177d),26.5,112.75,55.75,50.225,4.467,2.265,0.212,0.425,15.225,2.75,3.0,7.5,4.0,4.75,4.0,4.75,0.25,167500000,1998-12-20,26,178
10756,Jordan Veretout,15,France,CM,Jordan Veretout,176cm,66kg,(Age: 32-106d),6.25,29.5,8.75,29.625,1.095,0.335,0.073,0.217,24.6,4.0,4.5,38.5,23.75,23.5,26.25,32.0,1.75,25916666,,,
1675,Raphael Varane,4,France,RCB,Raphaël Varane,194cm,83kg,(Age: 32-051d),1.75,14.0,2.75,18.475,0.492,0.092,0.13,0.75,10.6,0.0,0.0,28.25,17.0,24.25,29.25,115.25,1.0,68250000,1993-04-25,32,191
8583,Theo Hernandez,22,France,LB,Theo Hernández,184cm,78kg,(Age: 27-252d),4.75,40.25,12.0,28.75,1.365,0.4,0.103,0.35,21.475,0.25,0.5,52.75,34.0,25.0,33.25,49.25,3.25,29846153,,,
1965,Alphonse Areola,23,France,GK,Alphonse Areola,192cm,87kg,(Age: 32-108d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,13.0,3.0,15000000,,,
113,Olivier Giroud,9,France,CF,Olivier Giroud,192cm,87kg,(Age: 38-258d),6.25,40.25,15.25,37.65,3.33,1.258,0.14,0.357,11.6,0.5,0.5,7.5,4.5,9.25,3.25,12.25,0.0,10227272,,,
158,Mattéo Guendouzi,6,France,CM,Mattéo Guendouzi,185cm,68kg,(Age: 26-062d),1.5,23.5,9.0,39.85,0.877,0.348,0.05,0.11,20.975,0.0,0.0,36.0,21.25,19.75,24.0,26.0,1.5,26750000,,,
8054,Adrien Rabiot,14,France,CM,Adrien Rabiot,188cm,71kg,(Age: 30-073d),1.75,21.5,7.0,34.05,0.957,0.32,0.115,0.293,17.4,0.0,0.0,54.5,34.0,27.75,26.25,27.25,0.5,34954545,,,
3878,Axel Disasi,3,France,RCB,Axel Disasi,190cm,86kg,(Age: 27-096d),1.667,17.667,3.333,18.867,0.677,0.137,0.097,0.5,11.333,0.0,0.0,34.333,22.667,29.0,26.0,79.333,0.333,8950000,,,
4712,Marcus Thuram,26,France,LW,Marcus Thuram,189cm,78kg,(Age: 27-313d),7.5,50.75,21.5,41.625,2.562,1.05,0.125,0.302,13.825,1.0,1.25,25.25,16.25,19.0,10.5,12.5,0.25,20625000,,,
1789,Jules Kounde,5,France,RB,Jules Koundé,178cm,69kg,(Age: 26-215d),1.25,17.5,3.75,20.275,0.58,0.125,0.073,0.3,12.75,0.0,0.0,34.5,18.75,29.25,33.5,122.25,2.75,26843750,,,
61,Hugo Lloris,1,France,GK,Hugo Lloris,188cm,78kg,(Age: 38-171d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.667,0.0,0.667,15.667,3.0,18590909,,,
4622,Kingsley Coman,20,France,RW,Kingsley Coman,178cm,71kg,(Age: 29-002d),5.25,41.5,18.25,45.45,2.487,1.11,0.133,0.288,16.95,0.0,0.0,14.5,8.25,16.25,5.25,3.5,0.0,54230769,,,
4194,Randal Kolo Muani,12,France,CF,Randal Kolo Muani,187cm,73kg,(Age: 26-192d),10.5,57.0,25.5,44.9,1.715,0.765,0.185,0.41,12.65,0.0,0.0,25.0,14.0,14.5,7.0,28.5,0.0,4231818,,,
4012,Eduardo Camavinga,25,France,CM,Eduardo Camavinga,182cm,68kg,(Age: 22-217d),1.333,17.667,5.667,33.067,0.827,0.277,0.093,0.26,21.833,0.0,0.0,85.0,52.333,27.333,24.667,21.333,0.667,39833333,,,
3968,Steve Mandanda,16,France,GK,Steve Mandanda,185cm,82kg,(Age: 40-079d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.25,1.25,5.25,3.75,2418181,,,
1534,Antoine Griezmann,7,France,AM,Antoine Griezmann,175cm,67kg,(Age: 34-086d),8.333,55.667,23.0,40.267,2.2,0.887,0.133,0.327,15.3,0.333,0.667,33.333,18.0,20.0,10.333,16.333,0.333,97384615,,,
3888,Aurélien Tchouaméni,8,France,CM,Aurélien Tchouaméni,185cm,74kg,(Age: 25-139d),1.667,40.0,8.667,26.9,1.407,0.347,0.03,0.16,20.833,0.0,0.0,81.0,42.333,29.667,58.0,33.333,0.333,18041666,2000-01-27,25,188
1532,Ousmane Dembele,11,France,RW,Ousmane Dembélé,178cm,60kg,(Age: 28-031d),5.0,46.667,15.0,32.333,2.613,0.813,0.113,0.3,17.7,0.0,0.0,20.333,13.333,10.333,7.333,3.333,0.333,70083333,1997-05-15,28,178
1895,William Saliba,17,France,RCB,William Saliba,193cm,76kg,(Age: 24-083d),0.25,8.667,1.667,13.4,0.347,0.053,0.057,0.5,11.8,0.0,0.0,29.333,16.667,18.0,31.667,67.0,1.0,17200000,,,
5097,Ibrahima Konaté,24,France,RCB,Ibrahima Konaté,193cm,83kg,(Age: 26-021d),0.5,5.5,1.25,18.275,0.38,0.092,0.083,0.415,9.675,0.0,0.0,19.25,13.0,14.25,21.75,55.5,0.5,27772727,,,
4606,Dayot Upamecano,18,France,LCB,Dayot Upamecano,188cm,78kg,(Age: 26-231d),0.5,12.0,3.0,23.675,0.547,0.123,0.04,0.175,13.05,0.0,0.0,44.25,29.75,23.75,35.25,70.0,2.25,44090909,,,
4613,Benjamin Pavard,2,France,RB,Benjamin Pavard,182cm,64kg,(Age: 29-079d),1.0,16.0,4.25,26.925,0.61,0.16,0.043,0.142,18.05,0.0,0.0,35.25,22.25,28.0,46.0,82.5,1.0,34076923,1996-03-28,29,186
4607,Lucas Hernández,21,France,LB,Lucas Hernández,183cm,76kg,(Age: 29-121d),0.25,4.25,1.0,24.575,0.287,0.07,0.05,0.25,14.775,0.0,0.0,36.0,24.0,17.25,19.0,39.5,0.25,49066666,,,
13819,Mitchell Duke,15,Australia,CF,Mitchell Duke,182cm,81kg,(Age: 34-148d),4.25,30.5,11.0,37.4,2.64,0.965,0.065,0.19,,0.0,0.25,,,,,,,596875,,,
4739,Ajdin Hrustic,10,Australia,CM,Ajdin Hrustic,183cm,73kg,(Age: 28-345d),2.5,44.0,11.5,26.5,2.765,0.735,0.06,0.225,24.0,0.0,0.5,24.5,14.5,14.5,12.0,9.5,0.0,1231818,,,
13812,Joel King,24,Australia,LB,Joel King,175cm,69kg,(Age: 24-228d),0.0,4.0,0.5,12.5,0.335,0.062,0.0,0.0,,0.0,0.0,,,,,,,315000,,,
13827,Danny Vukovic,18,Australia,GK,Danny Vukovic,188cm,83kg,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,6.0,0.0,810000,,,
13811,Nathaniel Atkinson,3,Australia,RB,Nathaniel Atkinson,181cm,72kg,(Age: 26-002d),1.0,11.333,4.0,34.6,0.967,0.32,0.113,0.377,,0.0,0.0,,,,,,,493750,,,
13823,Craig Goodwin,23,Australia,LM,Craig Goodwin,193cm,83kg,(Age: 33-181d),5.75,45.25,18.25,39.4,2.228,0.902,0.09,0.23,,1.75,2.25,,,,,,,1000000,,,
13824,Kye Rowles,4,Australia,LCB,Kye Rowles,183cm,89kg,(Age: 26-356d),0.5,6.0,1.25,18.725,0.28,0.062,0.105,0.443,,0.0,0.0,,20.5,,40.5,,,360714,,,
13109,Awer Mabil,11,Australia,LW,Awer Mabil,179cm,64kg,(Age: 29-273d),4.5,41.0,15.0,40.2,1.97,0.775,0.09,0.25,,0.0,0.0,,11.5,,11.0,,,1820000,,,
6967,Riley McGree,14,Australia,CF,Riley McGree,178cm,72kg,(Age: 26-225d),1.667,16.333,5.333,33.767,1.78,0.59,0.103,0.313,20.067,0.0,0.0,12.667,8.333,8.0,9.667,6.667,0.0,750000,,,
8854,Jackson Irvine,22,Australia,CM,Jackson Irvine,179cm,69kg,(Age: 32-100d),2.25,28.0,6.75,22.325,1.052,0.235,0.062,0.243,13.3,0.0,0.0,64.0,27.25,34.0,40.5,60.0,0.0,2588888,,,
13816,Thomas Deng,20,Australia,RCB,Thomas Deng,179cm,72kg,(Age: 28-087d),0.333,2.5,0.5,16.65,0.245,0.025,0.165,1.0,,0.0,0.0,,,,,,,696428,,,
435,Mathew Ryan,1,Australia,GK,Mathew Ryan,184cm,73kg,(Age: 33-068d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,8.5,1.0,7500000,,,
13826,Cammy Devlin,17,Australia,DM,,,,,,,,,,,,,,,,,,,,,,237500,,,
13817,Jamie Maclaren,9,Australia,CF,Jamie Maclaren,178cm,69kg,(Age: 31-321d),16.75,82.75,34.75,44.65,4.255,1.893,0.155,0.36,,3.25,3.75,,,,,,,1002777,1993-07-29,31,179
9290,Bailey Wright,8,Australia,RCB,Bailey Wright,175cm,84kg,(Age: 32-322d),2.0,16.5,5.0,31.25,0.525,0.155,0.15,0.48,,0.0,0.0,,23.5,,31.5,,,1200000,,,
13818,Andrew Redmayne,12,Australia,GK,Andrew Redmayne,194cm,83kg,(Age: 36-153d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,635714,,,
13821,Keanu Baccus,26,Australia,DM,Keanu Baccus,176cm,67kg,(Age: 27-008d),1.5,24.25,5.75,24.1,1.223,0.285,0.062,0.272,,0.0,0.0,,,,,,,333333,1998-06-07,27,178
7478,Milos Degenek,2,Australia,RB,Miloš Degenek,187cm,79kg,(Age: 31-048d),0.5,11.0,1.0,9.1,0.44,0.04,0.0,0.0,12.4,0.0,0.0,31.0,18.0,32.0,36.0,106.0,0.0,2866666,,,
13825,Garang Kuol,21,Australia,CF,Garang Kuol,,,(Age: 20-273d),,,,,,,,,,,,,,,,,,,,,
449,Aaron Mooy,13,Australia,CM,Aaron Mooy,180cm,74kg,,3.5,31.5,10.5,33.75,2.01,0.74,0.115,0.315,20.9,0.0,0.0,37.0,16.0,36.0,14.5,32.0,1.0,10562500,,,
13815,Mathew Leckie,7,Australia,RM,Mathew Leckie,180cm,78kg,(Age: 34-131d),3.667,23.0,9.333,43.633,1.71,0.703,0.097,0.24,12.55,0.0,0.0,16.0,11.0,9.0,14.667,12.5,0.0,2244444,,,
8257,Harry Souttar,19,Australia,RCB,Harry Souttar,198cm,78kg,(Age: 26-236d),1.25,18.0,4.667,24.167,0.583,0.143,0.067,0.2,9.6,0.0,0.0,35.0,24.667,29.5,38.333,151.5,1.0,3116666,1998-10-22,26,198
13822,Jason Cummings,25,Australia,CF,Jason Cummings,178cm,69kg,(Age: 29-318d),5.25,34.667,15.0,42.733,3.073,1.31,0.097,0.197,,1.0,1.5,,,,,,,662500,,,
13820,Aziz Behich,16,Australia,LB,Aziz Behich,172cm,66kg,(Age: 34-181d),0.0,11.0,2.5,26.05,0.34,0.08,0.0,0.0,,0.0,0.0,,21.5,,27.0,,,1195833,1990-12-16,34,170
14054,Marco Tilio,6,Australia,RW,Marco Tilio,165cm,63kg,(Age: 23-296d),2.5,30.0,13.5,45.1,2.65,1.21,0.08,0.19,,0.0,0.0,,,,,,,96428,,,
13813,Fran Karacic,5,Australia,RB,Fran Karačić,185cm,74kg,(Age: 29-034d),0.75,8.0,2.0,25.0,0.835,0.235,0.0,0.0,22.55,0.25,0.25,14.5,6.5,10.0,17.0,29.0,0.0,1580000,,,
7443,Christian Eriksen,10,Denmark,CM,Christian Eriksen,177cm,67kg,(Age: 33-121d),1.75,25.5,9.5,37.125,2.315,0.86,0.068,0.178,23.575,0.0,0.0,13.75,6.75,9.5,7.5,10.75,0.25,66000000,,,
5962,Oliver Christensen,16,Denmark,GK,Oliver Christensen,190cm,82kg,(Age: 26-085d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.667,,0.333,,,820000,,,
12009,Jens Stryger Larsen,17,Denmark,RB,Jens Stryger Larsen,180cm,73kg,(Age: 34-114d),1.0,15.0,6.25,39.775,0.7,0.302,0.058,0.168,18.2,0.0,0.0,22.75,13.0,18.75,18.5,58.0,0.25,3255555,,,
4882,Robert Skov,24,Denmark,RW,Robert Skov,183cm,78kg,(Age: 29-026d),2.5,47.5,12.5,25.1,2.345,0.58,0.045,0.18,22.95,0.0,0.0,30.0,19.0,17.5,17.5,25.0,0.5,9375000,,,
11967,Victor Nelsson,3,Denmark,LCB,Victor Nelsson,185cm,74kg,(Age: 26-244d),0.667,13.667,5.333,40.833,0.417,0.163,0.06,0.13,,0.0,0.0,,17.667,,36.333,,,3605555,,,
12022,Andreas Cornelius,21,Denmark,CF,Andreas Cornelius,193cm,78kg,(Age: 32-091d),7.75,44.0,16.75,36.85,2.397,0.925,0.155,0.387,13.6,0.0,0.0,8.0,3.25,6.667,2.0,24.0,0.333,6545454,,,
4737,Jesper Lindström,25,Denmark,RW,Jesper Lindstrøm,180cm,63kg,(Age: 25-106d),6.0,52.333,16.667,31.267,2.483,0.78,0.107,0.347,17.1,0.0,0.0,28.0,14.667,30.0,18.667,11.0,1.0,3506250,,,
200,Kasper Schmeichel,1,Denmark,GK,Kasper Schmeichel,189cm,83kg,(Age: 38-222d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.25,10.75,1.75,9409090,,,
4053,Kasper Dolberg,12,Denmark,CF,Kasper Dolberg,186cm,82kg,(Age: 27-252d),7.667,38.333,18.0,46.467,1.973,0.907,0.16,0.333,14.533,1.333,1.333,8.333,4.0,14.667,7.333,20.0,0.333,18923076,,,
8099,Rasmus Kristensen,13,Denmark,RWB,Rasmus Kristensen,176cm,69kg,(Age: 27-339d),2.5,20.0,6.75,34.225,0.958,0.34,0.07,0.227,13.9,0.0,0.5,14.0,19.0,10.0,26.0,11.0,0.0,5207692,,,
1536,Martin Braithwaite,9,Denmark,CF,Martin Braithwaite,180cm,77kg,(Age: 34-010d),4.0,31.5,12.0,36.65,1.8,0.665,0.12,0.32,13.65,0.0,1.0,10.5,5.5,6.0,5.0,8.0,0.0,8958333,1991-06-05,34,177
5063,Mathias Jensen,7,Denmark,CM,Mathias Brems,,,,,,,,,,,,,,,,,,,,,4266666,,,
2073,Joachim Andersen,2,Denmark,RCB,Joachim Andersen,190cm,74kg,(Age: 29-015d),0.667,10.333,2.333,23.533,0.423,0.083,0.06,0.443,15.933,0.0,0.0,26.667,17.0,23.0,30.333,116.667,2.0,16791666,,,
4948,Frederik Rönnow,22,Denmark,GK,Frederik Rønnow,188cm,76kg,(Age: 32-315d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,3.667,0.333,2540000,1992-08-04,32,188
5065,Christian Nörgaard,15,Denmark,DM,Christian Nørgaard,185cm,69kg,(Age: 31-097d),1.0,23.667,4.667,19.6,0.82,0.16,0.037,0.127,18.067,0.0,0.0,82.667,51.0,38.333,51.667,46.333,0.667,3745454,,,
8578,Simon Kjaer,4,Denmark,RCB,Simon Kjær,190cm,86kg,(Age: 36-081d),0.0,9.0,1.333,16.4,0.533,0.087,0.0,0.0,10.8,0.0,0.0,29.0,17.0,26.333,22.0,72.0,0.0,8770000,,,
1823,Daniel Wass,18,Denmark,CM,Daniel Wass,181cm,73kg,(Age: 36-015d),2.0,27.0,7.333,26.867,1.08,0.297,0.06,0.227,22.467,0.333,0.333,39.667,23.0,22.667,30.333,59.667,0.333,11000000,,,
12779,Mikkel Damsgaard,14,Denmark,LW,Mikkel Damsgaard,176cm,68kg,(Age: 24-347d),3.5,37.0,13.667,30.5,1.8,0.573,0.077,0.2,20.45,0.0,0.0,34.5,23.667,28.0,17.667,12.0,0.0,7354166,,,
8324,Joakim Maehle,5,Denmark,LWB,Joakim Mæhle,185cm,76kg,(Age: 28-026d),0.5,18.0,4.75,27.575,1.088,0.287,0.035,0.125,18.6,0.0,0.0,27.5,17.0,20.5,24.0,21.0,0.5,8785714,,,
7580,Jonas Wind,19,Denmark,CF,Jonas Wind,190cm,82kg,(Age: 26-128d),8.25,51.5,19.5,38.175,3.138,1.195,0.122,0.348,14.5,2.5,2.5,10.0,5.5,8.0,4.5,13.0,0.0,2987500,,,
395,Pierre-Emile Höjbjerg,23,Denmark,CM,Pierre Højbjerg,185cm,81kg,(Age: 29-314d),2.0,36.0,11.75,35.5,1.117,0.36,0.07,0.175,23.1,0.0,0.0,81.75,48.5,51.75,50.5,51.0,0.75,22071428,,,
11854,Alexander Bah,26,Denmark,RB,Alexander Bah,183cm,76kg,(Age: 27-188d),2.25,23.0,9.0,41.9,1.365,0.625,0.125,0.25,,0.0,0.0,,39.5,,38.0,,,1867500,,,
